text,newspaper,country,date,auhtor
Mehr Digitalisierung im Gesundheitswesen ist aus Expertensicht bitter notwendig. Ein Positionspapier der Bundesärztekammer zeigt nun die Schwachstellen auf.Mehr Digitalisierung im Gesundheitswesen ist aus Expertensicht bitter notwendig. Ein Positionspapier der Bundesarztekammer zeigt nun die Schwachstellen auf.,yahoo,USA,2020-07-08,
"Server geraten besonders ins Visier von Kriminellen, die Daten ausspionieren wollen. Angesichts der vielen Schwachstellen haben die Angreifer derzeit leichtes Spiel, warnen Experten.Server geraten besonders ins Visier von Kriminellen, die Daten ausspionieren wollen. Angesichts der vielen Schwachstellen haben die Angreifer derzeit leichtes Spiel, warnen Experten.",yahoo,USA,2020-07-08,
Ein Werbeboykott setzt Facebook unter Druck. Werbekunden fordern Durchgreifen gegen Hassbotschaften. Jetzt geht das Unternehmen in den USA gegen rechten Terror vor. Kritikern geht das nicht weit genug.Ein Werbeboykott setzt Facebook unter Druck. Werbekunden fordern Durchgreifen gegen Hassbotschaften. Jetzt geht das Unternehmen in den USA gegen rechten Terror vor. Kritikern geht das nicht weit genug.,yahoo,USA,2020-07-08,
"Mayo Clinic To Implement Diagnostic Robotics’ AI Patient Triage, Prediction System",google_news,canada,2020-07-08,
A Beginner’s Guide to Artificial Intelligence Investing,google_news,canada,2020-07-08,
AI & ML Leader Announces $2.6M Sales Agreement,google_news,canada,2020-07-08,
Artificial intelligence the focus of Cabinet's new digital strategy,google_news,canada,2020-07-08,
Tech Firm’s 2020 Rally Exceeds 100% With Deal for AI Startup,google_news,canada,2020-07-08,
How Artificial Intelligence will help Volkswagen boost production by 30 per cent,google_news,canada,2020-07-08,
3 Top Artificial Intelligence Stocks to Buy Right Now,google_news,canada,2020-07-08,
AI and robotics to redefine businesses - Accenture,google_news,canada,2020-07-08,
Top 10 Natural Language Processing Online Courses,google_news,canada,2020-07-08,
"Mayo Clinic To Implement Diagnostic Robotics’ AI Patient Triage, Prediction System",google_news,canada,2020-07-08,
A Beginner’s Guide to Artificial Intelligence Investing,google_news,canada,2020-07-08,
AI & ML Leader Announces $2.6M Sales Agreement,google_news,canada,2020-07-08,
Artificial intelligence the focus of Cabinet's new digital strategy,google_news,canada,2020-07-08,
Tech Firm’s 2020 Rally Exceeds 100% With Deal for AI Startup,google_news,canada,2020-07-08,
How Artificial Intelligence will help Volkswagen boost production by 30 per cent,google_news,canada,2020-07-08,
3 Top Artificial Intelligence Stocks to Buy Right Now,google_news,canada,2020-07-08,
AI and robotics to redefine businesses - Accenture,google_news,canada,2020-07-08,
Top 10 Natural Language Processing Online Courses,google_news,canada,2020-07-08,
6 Step Guide for CIOs to Implement AI for Business Transformation,google_news,canada,2020-07-08,
China and AI: what the world can learn and what it should be wary of,google_news,canada,2020-07-08,
YouTube now lets creators respond to comments with AI-generated smart replies,google_news,canada,2020-07-08,
Can AI convincingly answer existential questions?,google_news,canada,2020-07-08,
IIT Roorkee Collaborates With WileyNXT To Curate AI In Banking Programme,google_news,canada,2020-07-08,
IIT-Roorkee to offer Artificial Intelligence in banking programme,google_news,canada,2020-07-08,
Research reflects how AI sees through the looking glass,google_news,canada,2020-07-08,
"The Good, The Bad, And The Ugly Side Of AI",google_news,canada,2020-07-08,
AI ‘only scratching the surface’ of potential in financial services,google_news,canada,2020-07-08,
"Mayo Clinic To Implement Diagnostic Robotics’ AI Patient Triage, Prediction System",google_news,canada,2020-07-08,
A Beginner’s Guide to Artificial Intelligence Investing,google_news,canada,2020-07-08,
AI & ML Leader Announces $2.6M Sales Agreement,google_news,canada,2020-07-08,
Artificial intelligence the focus of Cabinet's new digital strategy,google_news,canada,2020-07-08,
Tech Firm’s 2020 Rally Exceeds 100% With Deal for AI Startup,google_news,canada,2020-07-08,
How Artificial Intelligence will help Volkswagen boost production by 30 per cent,google_news,canada,2020-07-08,
3 Top Artificial Intelligence Stocks to Buy Right Now,google_news,canada,2020-07-08,
AI and robotics to redefine businesses - Accenture,google_news,canada,2020-07-08,
Top 10 Natural Language Processing Online Courses,google_news,canada,2020-07-08,
6 Step Guide for CIOs to Implement AI for Business Transformation,google_news,canada,2020-07-08,
China and AI: what the world can learn and what it should be wary of,google_news,canada,2020-07-08,
YouTube now lets creators respond to comments with AI-generated smart replies,google_news,canada,2020-07-08,
Can AI convincingly answer existential questions?,google_news,canada,2020-07-08,
IIT Roorkee Collaborates With WileyNXT To Curate AI In Banking Programme,google_news,canada,2020-07-08,
IIT-Roorkee to offer Artificial Intelligence in banking programme,google_news,canada,2020-07-08,
Research reflects how AI sees through the looking glass,google_news,canada,2020-07-08,
"The Good, The Bad, And The Ugly Side Of AI",google_news,canada,2020-07-08,
AI ‘only scratching the surface’ of potential in financial services,google_news,canada,2020-07-08,
AI For All: The US Introduces New Bill For Affordable Research,google_news,canada,2020-07-08,
"Top 10 Courses to Learn AI, Machine Learning and Deep Learning",google_news,canada,2020-07-08,
An AI painter that creates portraits based on the traits of human subjects,google_news,canada,2020-07-08,
What Is Google’s AI Adoption Framework,google_news,canada,2020-07-08,
When will human growers become obsolete?,google_news,canada,2020-07-08,
Artificial intelligence helping NASA design the new Artemis moon suit,google_news,canada,2020-07-08,
3 Top Artificial Intelligence Stocks to Buy in July,google_news,canada,2020-07-08,
New mathematical idea reins in AI bias towards making unethical and costly commercial choices,google_news,canada,2020-07-08,
How Machine Learning Connects With Meditation or Vipassana,google_news,canada,2020-07-08,
Dating app launches artificial intelligence tool to detect unsolicited penis pics,google_news,canada,2020-07-08,
A Neural Network Generated a Bunch of Mutated-Looking New Animals,google_news,canada,2020-07-08,
"Green Dream? AI Algorithms Can Lower 5G Energy Use, Save Millions in Base Station Costs - Huawei CMO",google_news,canada,2020-07-08,
TechCrunch ist jetzt Teil von Verizon Media,google_news,canada,2020-07-08,
YouTube,google_news,canada,2020-07-08,
This healthtech startup is using AI and ML to speed up radiology scan results,google_news,canada,2020-07-08,
Hospitals tap AI to nudge clinicians toward end-of-life conversations,google_news,canada,2020-07-08,
11 Startups In India Using AI And Robotics To Fight Covid-19,google_news,canada,2020-07-08,
A hyperdimensional computing system that performs all core computations in-memory,google_news,canada,2020-07-08,
"In These Factories, Inspector Robot Will Check Your Work",google_news,canada,2020-07-08,
Yann LeCun Quits Twitter Amid Acrimonious Exchanges on AI Bias,google_news,canada,2020-07-08,
Full Page Reload,google_news,canada,2020-07-08,
9 emerging job roles for the future of AI,google_news,canada,2020-07-08,
VeChain Is Attending the World Artificial Intelligence Conference 2020 Hosted By Shanghai Municipal People's Government,google_news,canada,2020-07-08,
VeChain (VET) is Mounting Grand Stage to Deliver Keynote at World AI Conference 2020,google_news,canada,2020-07-08,
Inside China’s plan to lead the world in AI,google_news,canada,2020-07-08,
Intento Raises $3M Seed Round To Scale AI Transformations,google_news,canada,2020-07-08,
AI's carbon footprint problem,google_news,canada,2020-07-08,
The main beneficiaries of artificial intelligence success are IT departments themselves,google_news,canada,2020-07-08,
"Stanford AI researchers introduce LILAC, reinforcement learning for dynamic environments",google_news,canada,2020-07-08,
Princeton Researchers Use AI To Create Radar That Sees Around Corners,google_news,canada,2020-07-08,
How Artificial Intelligence Could Lead to Better Investment Decisions,google_news,canada,2020-07-08,
Chinese construction firms using AI to monitor workers’ safety … but also to spot ‘loiterers’,google_news,canada,2020-07-08,
New AI project captures Jane Austen’s thoughts on social media,google_news,canada,2020-07-08,
"Don’t ask if artificial intelligence is good or fair, ask how it shifts power",google_news,canada,2020-07-08,
Full Page Reload,google_news,canada,2020-07-08,
TechCrunch ist jetzt Teil von Verizon Media,google_news,canada,2020-07-08,
A computer program called A.I. Maiden has created an Iron Maiden song called ‘Power Gravy’,google_news,canada,2020-07-08,
LVMH’s Ian Rogers Flags Upcoming Artificial Intelligence Push,google_news,canada,2020-07-08,
Scientists introduce new method for machine learning classifications in quantum computing,google_news,canada,2020-07-08,
Is AI Ready to Help Diagnose COVID-19?,google_news,canada,2020-07-08,
TechCrunch ist jetzt Teil von Verizon Media,google_news,canada,2020-07-08,
AI Behaving Badly: New Model Could Help AI Make More Ethical Choices,google_news,canada,2020-07-08,
3 AI Healthcare Stocks to Ride Out the Coronavirus Resurgence,google_news,canada,2020-07-08,
"Indian Army has asked its personnel to delete 89 apps from their smartphones including Facebook, Instagram, TikTok, ShareIt, and UC Browser, as per reports. The decision has been taken to plug leakage of information. Gaming apps such as PUBG, Clash of Kings and Mobile Legends are also included in the list. Earlier, the government had banned 59 apps including TikTok.",inshort,india,2020-07-09,unkown
"Zoom's India head Sameer Raje in an interview with The Economic Times said he was 'shocked' at the resemblance between recently-launched JioMeet app and Zoom. ""We knew it was coming. It's fine, it is not the first time Zoom has faced competition,"" he said. He added that there have been a ""lot of discussions internally"" on pursuing legal action.",inshort,india,2020-07-09,unkown
"Microsoft customers were targeted in a massive phishing campaign where scammers were taking advantage of the COVID-19 pandemic in an attempt to defraud customers in 62 countries, the company said. Microsoft first observed the cybercriminals in December 2019, who later evolved using COVID-19-related lures in the phishing emails. They hit millions of Microsoft Office 365 users in a single week.",inshort,india,2020-07-09,unkown
"Maharashtra CM Uddhav Thackeray virtually inaugurated the largest Tier IV Data Centre 'Yotta NM1' certified by Uptime Institute in Asia and second-largest in the world in Panvel near Mumbai. Built by Hiranandani Group subsidiary Yotta Infrastructure, 'Yotta NM1' is first of five data centre buildings. Once fully built, it'll have an overall capacity of 30,000 racks and 250 MW power.",inshort,india,2020-07-09,unkown
"Google has cancelled its cloud project called 'Isolated Region' meant for China and other countries after reportedly spending a year and a half working on it. ""Isolated Region was not shut down over geopolitical concerns or the coronavirus pandemic,"" Google said. The company added that the project was scrapped as its other approaches regarding cloud technology adoption offered better outcomes.",inshort,india,2020-07-09,unkown
"World's sixth-richest person Warren Buffett donated his company Berkshire Hathaway's shares worth $2.9 billion to charities including the Bill & Melinda Gates Foundation. The nearly 16 million Berkshire Class B shares were donated to a total of five philanthropies, including ones run by his children. Buffett has given over $37 billion in routine gifts and other philanthropic donations since 2006.",inshort,india,2020-07-09,unkown
"Cognizant India's Chairman and MD Ramkumar Ramamoorthy has resigned after over 22 years at the company. ""Ramamoorthy has decided to retire from Cognizant effective July 17, 2020,"" CEO Brian Humphries said. Ramamoorthy previously held the role of Senior VP, corporate marketing, corporate affairs and communications, took over as Chairman and MD in September 2019.",inshort,india,2020-07-09,unkown
"Model Bella Hadid called out Instagram for taking down a picture of her father's passport, which stated his birthplace as Palestine. The model shared the message she received from Instagram and wrote, ""Exactly what part of me being proud of my father's birthplace of Palestine is 'bullying, harassment, graphic or sexual nudity'?"" Instagram later apologised to Bella ""for the mistake"". ",inshort,india,2020-07-09,unkown
"US authorities have asked Facebook, Google and Twitter for monthly reports on their efforts to tackle COVID-19 disinformation. They said further transparency was needed to understand the scope of disinformation on the platforms and the actions being taken against them. They also talked about the firms having reportedly agreed to provide the European Commission with monthly disinformation reports.",inshort,india,2020-07-09,unkown
"SoftBank's 'Pepper' humanoid robot and Boston Dynamics' quadruped robot 'Spot' danced to cheer the Fukuoka SoftBank Hawks at a baseball game in Japan. Over 20 'Pepper' and 'Spot' robots were filmed dancing amid empty stands due to COVID-19. They danced to the Hawks' fight song. According to SoftBank, this is the first time Spot has performed at a sports event.",inshort,india,2020-07-09,unkown
"Ireland's new COVID-19 tracing app is nearing one million downloads within 24 hours of its launch, which could make it the most successful launch in the world, its health operator said. The app uses a decentralised database and follows tracing technology developed by Apple and Google. There have been 1,742 deaths and 25,538 confirmed cases of coronavirus in Ireland.
",inshort,india,2020-07-09,unkown
"Tesla CEO Elon Musk said Tesla is ""very close"" to achieving level 5 autonomous driving technology, in a video message at the opening of Shanghai's annual World Artificial Intelligence Conference. The level 5 autonomy involves a vehicle's capability to navigate roads without any driver input. He added Tesla would have basic functionality for level 5 autonomy complete this year.",inshort,india,2020-07-09,unkown
"Facebook announced it removed over 100 pages and accounts linked to US President Donald Trump's former aide Roger Stone and Proud Boys group for ""coordinated inauthentic behaviour"" in the US. It has also removed four Instagram accounts, including Stone's personal account. These pages and accounts posted about Roger Stone and his Pages, websites, books and media appearances, among other things.",inshort,india,2020-07-09,unkown
"US authorities have unsealed an indictment charging a Kazakhstan citizen Andrey Turchin with various federal crimes. Turchin, also known as 'fxmsp', has been charged with computer fraud, wire fraud, and conspiracy for hacking hundreds of corporate networks in over 40 countries. The 'fxmsp' group has also been accused of selling access to networks of hundreds of companies to other cybercriminals.",inshort,india,2020-07-09,unkown
"A group of Russian hackers has carried out over 200 email-based attacks targeting Fortune 500 companies to trick them out of thousands of dollars, CyberScoop reports. The hackers have been posing as business executives and have targeted people in 46 countries since 2019. Often, the messages would include content related to COVID-19 pandemic, asking individuals to ""look beyond the crisis"".",inshort,india,2020-07-09,unkown
"Twitter is working on a new paid subscription-based service, media reports said. A recent job listing by Twitter revealed that it has an internal team, codenamed ""Gryphon"", that is working on such a platform that can be reused by other teams in future. It's currently recruiting engineers to join this subscription team that will work with Payments and Twitter.com teams.",inshort,india,2020-07-09,unkown
"Samsung is planning to exclude charger from smartphone components, ETNews reported. The details regarding the timing and method have not been confirmed, but Samsung is expected to exclude the charger from some models to be released next year. ""Samsung Electronics is discussing how to remove the charger from smartphone components with related companies,"" report quoted industry officials as saying.",inshort,india,2020-07-09,unkown
"Color of Change president Rashad Robinson said the meeting with Facebook CEO Mark Zuckerberg was a ""disappointment"". Jessica Gonzalez, Co-CEO of Free Press, another organisation behind the ad boycott, said Facebook delivered ""same old talking points to try to placate us without meeting our demands"". She added they would continue to expand the boycott until Facebook takes their demands seriously.",inshort,india,2020-07-09,unkown
"German payments firm Wirecard is auctioning convertible bonds worth $1 billion at a fraction of their price. The securities, which were at the heart of SoftBank's Wirecard partnership, will be offloaded at 12% of their notional worth. Meanwhile, the US Justice Department is investigating whether the company was involved in a $100 million bank fraud linked to online marijuana marketplace.",inshort,india,2020-07-09,unkown
"Instagram has rolled out a feature to allow users to pin comments. Using the feature, users will be able to pin a few comments to the top of their feed. It had first started testing it earlier in May. It had also rolled out a feature in May that allowed users to delete multiple comments at once.",inshort,india,2020-07-09,unkown
"US Vice President Mike Pence said the government would continue to ""take a strong stand"" regarding Chinese entities, like Huawei and TikTok, that allegedly threaten the US security. Pence said, through its stance against Huawei, government showed it would defend US' interests from being ""compromised"" by Chinese government. President Donald Trump has said the US is considering to ban TikTok.",inshort,india,2020-07-09,unkown
"Panasonic CEO Kazuhiro Tsuga has described Tesla CEO Elon Musk as a ""genius who defies common sense and can be overly optimistic"". Tsuga said Musk's optimism lets him ignore what is  inconvenient and run straight ahead towards his vision. He added he could ""never imitate"" Musk and said that it's probably not safe for everyone to try that.",inshort,india,2020-07-09,unkown
"Starting this week, LinkedIn is adding a new audio recording feature to users' profiles to help them record the correct pronunciation of their names. The recording will be clickable and other users will be able to listen to it. While, the recording feature will be limited to mobile, users will be able to hear others' recordings on all platforms.",inshort,india,2020-07-09,unkown
"Amazon Seller Services, Amazon's Indian subsidiary, has received over ₹2,310 crore from its parent firm Amazon. A major portion of the investment came from Amazon Singapore, data from business intelligence firm Tofler showed. Earlier in May, Amazon India had said it had opened up close to 50,000 temporary jobs in its fulfilment centres, delivery network and part-time work as contractors.",inshort,india,2020-07-09,unkown
"Google has announced it's adding a feature that would allow users to see quick facts about the images they see on Google Images in the US. Users, while searching for images on mobile devices, might see the Knowledge Graph related to an image. The information will include people, places or things related to the image.",inshort,india,2020-07-09,unkown
"Go is not only suitable for complex server programs, but it also cuts a fine figure with simple command-line tools for automating everyday life. Mike Schilli restructures the signature of a PDF manipulation tool.",linux,USA,2020-07-09,unkown
"Waterfox, a fork of the Mozilla Firefox browser, is designed for greater speed and privacy, as well as compatibility with older add-ons. We consider two versions of the Waterfox browser and what they have to offer.",linux,USA,2020-07-09,unkown
"In order to keep up to date with security, Charly uses RSS feeds, among other things. He lets rss2email send the most important feeds directly to his mailbox to ensure that nothing is overlooked.",linux,USA,2020-07-09,unkown
"If you develop open source software, you need to know how to use Git. Information on Git fills books, but this basic overview will get you started with a vital open source development tool.",linux,USA,2020-07-09,unkown
The makers of the Librem line of Linux-based laptops have released a mini PC.,linux,USA,2020-07-09,unkown
"Unlike other displays for the Raspberry Pi, Adafruit's PyPortal touchscreen provides an autonomous environment, including a microprocessor, sound output, and a WiFi connection.",linux,USA,2020-07-09,unkown
Zack covers: When a Security Hole Is OK; Kernel Documentation Updates; and Security Through Obscurity,linux,USA,2020-07-09,unkown
The VokoscreenNG screencast tool offers many options but is still surprisingly easy to use.,linux,USA,2020-07-09,unkown
"The promised profusion of extra time has failed to materialize for Graham this month, leaving him with too many synth kits to build, a table littered with components, and a leaking toilet.",linux,USA,2020-07-09,unkown
A teleprompter can help you give a polished look to your speeches and video presentations. Imaginary Teleprompter is a free tool that delivers professional teleprompting capabilities.,linux,USA,2020-07-09,unkown
"To create an action-packed game with LÖVE, these are a few last things you should learn how to do – overlay fancy images to ""physical"" objects, detect collisions, and get input from the keyboard or mouse.",linux,USA,2020-07-09,unkown
The distro you load on your computer was developed by real people operating through community groups and other organizational structures. This summary of some recent news offers a glimpse into the inner workings of some leading Linux projects.,linux,USA,2020-07-09,unkown
Ubuntu Studio 20.04 and Kubuntu 20.04,linux,USA,2020-07-09,unkown
Use Apache Guacamole to connect to remote servers from within a web browser.,linux,USA,2020-07-09,unkown
,linux,USA,2020-07-09,unkown
UK Linux Jobs,linux,USA,2020-07-09,unkown
BT and Vodafone warn that users will face days without a mobile signal if a 2023 ban is imposed.,bbc_tech,Uk,2020-07-09,unkown
BT and Vodafone warn that users will face days without a mobile signal if a 2023 ban is imposed.,bbc_tech,Uk,2020-07-09,unkown
A quarter of the deleted videos contained adult nudity or sexual acts.,bbc_tech,Uk,2020-07-09,unkown
"A future software update could activate full ""level-five"" autonomy in cars, the Tesla founder says.",bbc_tech,Uk,2020-07-09,unkown
The ally of US President Donald Trump was convicted of lying to Congress.,bbc_tech,Uk,2020-07-09,unkown
Marc Cieslak looks at how Virgin Orbit plans to launch its rockets from a plane.,bbc_tech,Uk,2020-07-09,unkown
Researchers find a software security flaw that could easily be abused by hackers.,bbc_tech,Uk,2020-07-09,unkown
Fortnite star Ninja has returned to streaming after leaving Mixer.,bbc_tech,Uk,2020-07-09,unkown
BT and Vodafone warn that users will face days without a mobile signal if a 2023 ban is imposed.,bbc_tech,Uk,2020-07-09,unkown
A quarter of the deleted videos contained adult nudity or sexual acts.,bbc_tech,Uk,2020-07-09,unkown
"A future software update could activate full ""level-five"" autonomy in cars, the Tesla founder says.",bbc_tech,Uk,2020-07-09,unkown
The ally of US President Donald Trump was convicted of lying to Congress.,bbc_tech,Uk,2020-07-09,unkown
Marc Cieslak looks at how Virgin Orbit plans to launch its rockets from a plane.,bbc_tech,Uk,2020-07-09,unkown
Researchers find a software security flaw that could easily be abused by hackers.,bbc_tech,Uk,2020-07-09,unkown
Fortnite star Ninja has returned to streaming after leaving Mixer.,bbc_tech,Uk,2020-07-09,unkown
A quarter of the deleted videos contained adult nudity or sexual acts.,bbc_tech,Uk,2020-07-09,unkown
"A future software update could activate full ""level-five"" autonomy in cars, the Tesla founder says.",bbc_tech,Uk,2020-07-09,unkown
The ally of US President Donald Trump was convicted of lying to Congress.,bbc_tech,Uk,2020-07-09,unkown
BT and Vodafone warn that users will face days without a mobile signal if a 2023 ban is imposed.,bbc_bussiness,Uk,2020-07-09,unkown
BT and Vodafone warn that users will face days without a mobile signal if a 2023 ban is imposed.,bbc_bussiness,Uk,2020-07-09,unkown
Restrictions in England are further eased - with beauty businesses also able to reopen on Monday.,bbc_bussiness,Uk,2020-07-09,unkown
"Beauty salons and gyms in England get a date for reopening, but some beauty treatments remain blacklisted.",bbc_bussiness,Uk,2020-07-09,unkown
"The chancellor's huge economic support schemes will have to be paid for via higher taxes, the IFS says.",bbc_bussiness,Uk,2020-07-09,unkown
"A day after the chancellor unveiled a plan to save jobs, two of the UK's biggest retailers announce cuts.",bbc_bussiness,Uk,2020-07-09,unkown
"A future software update could activate full ""level-five"" autonomy in cars, the Tesla founder says.",bbc_bussiness,Uk,2020-07-09,unkown
BT and Vodafone warn that users will face days without a mobile signal if a 2023 ban is imposed.,bbc_bussiness,Uk,2020-07-09,unkown
Restrictions in England are further eased - with beauty businesses also able to reopen on Monday.,bbc_bussiness,Uk,2020-07-09,unkown
"Beauty salons and gyms in England get a date for reopening, but some beauty treatments remain blacklisted.",bbc_bussiness,Uk,2020-07-09,unkown
"The chancellor's huge economic support schemes will have to be paid for via higher taxes, the IFS says.",bbc_bussiness,Uk,2020-07-09,unkown
"A day after the chancellor unveiled a plan to save jobs, two of the UK's biggest retailers announce cuts.",bbc_bussiness,Uk,2020-07-09,unkown
"A future software update could activate full ""level-five"" autonomy in cars, the Tesla founder says.",bbc_bussiness,Uk,2020-07-09,unkown
Restrictions in England are further eased - with beauty businesses also able to reopen on Monday.,bbc_bussiness,Uk,2020-07-09,unkown
"Beauty salons and gyms in England get a date for reopening, but some beauty treatments remain blacklisted.",bbc_bussiness,Uk,2020-07-09,unkown
"The chancellor's huge economic support schemes will have to be paid for via higher taxes, the IFS says.",bbc_bussiness,Uk,2020-07-09,unkown
"More ""watermelon snow"" in the Alps could be a sign of fast-melting ice.",cnet,worldwide,2020-07-09,unkown
"Carnegie Mellon University scientists come up with a technique that automatically makes communication better mannered, thank you very much.",cnet,worldwide,2020-07-09,unkown
"This is bad news, especially after the devastation in the Amazon rainforest in 2019.",cnet,worldwide,2020-07-09,unkown
It's already possible to see Neowise with just binoculars or even the naked eye as it comes closer to Earth.,cnet,worldwide,2020-07-09,unkown
One superflare was far more powerful than what astronomers typically see from our own sun.,cnet,worldwide,2020-07-09,unkown
Musk will have an update about his brain-computer device Neuralink.,cnet,worldwide,2020-07-09,unkown
"Whale, whale, whale, look what we have here.",cnet,worldwide,2020-07-09,unkown
It's the stuff of science fiction: chilling your body inside a stainless steel chamber for years on end. But is cryonics a way to reverse death or is it just a pipe dream?,cnet,worldwide,2020-07-09,unkown
"No, it's not space snot.",cnet,worldwide,2020-07-09,unkown
"The earth is shaking, the wave is approaching... how do you escape? We go inside the Survival Capsule that could help you outlast a tsunami.",cnet,worldwide,2020-07-09,unkown
"Can you dig it? No seriously, can you?",cnet,worldwide,2020-07-09,unkown
A study from the University of Arizona finds that some mask materials are more protective against infection than others.,cnet,worldwide,2020-07-09,unkown
,cnet,worldwide,2020-07-09,unkown
Brisbane artist Bill Robinson's latest exhibition is curated by author Nick Earls and lets you climb inside the mind of the artist at the touch of a mouse.,abc,australia,2020-07-09,unkown
Politicians here and abroad are worried about the influence of the increasingly popular Chinese-owned company.,abc,australia,2020-07-09,unkown
Indigenous users of dating apps say they're deemed less attractive and abused by other users because of their race.,abc,australia,2020-07-09,unkown
"When it launched, COVIDSafe was marketed as Australia's ticket out of lockdown, but were we focused on the wrong thing?",abc,australia,2020-07-09,unkown
Documents from Home Affairs reveal how social media posts are routinely used by immigration officials to challenge an applicant's identity and claim for protection.,abc,australia,2020-07-09,unkown
These steps will help you dull the impact and limit the reach of racist content in your social media feeds.,abc,australia,2020-07-09,unkown
"This Canberra headquarters looks like any other nondescript government building but, a few steps inside the lobby, a lattice made up of zeros and ones provides a clue as to what's going on inside. Here's what happens in Australia's 24/7 cyber security watch room.",abc,australia,2020-07-09,unkown
Fifty one vehicles in Canberra will be part of a trial — the first of its kind in Australia — to gauge how well car batteries can stabilise the electricity network against damaging surges.,abc,australia,2020-07-09,unkown
Can a pollinating robot from Israel shake up Australia's $900 million greenhouse tomato industry?,abc,australia,2020-07-09,unkown
"Wallaroo Primary School students in South Australia map their entire school in the popular computer game, aiming to offer virtual ""fly-through"" tours to get around COVID-19 restrictions.",abc,australia,2020-07-09,unkown
As governments grapple with quick ways to create jobs and stimulate activity Mr Cannon-Brookes says masses of large-scale renewable energy projects are shovel ready.,abc,australia,2020-07-09,unkown
"Security service agents detain a former journalist, who now works as an adviser to the director of Russia's state space corporation, and accuse him of treason for allegedly passing military secrets to a Western nation.",abc,australia,2020-07-09,unkown
"The days of rattling tins have been cut short for now, but some charities find a new funding avenue in mobile phone apps that automate the way people donate.",abc,australia,2020-07-09,unkown
"Under the watchful eye of a human chaperone, Newcastle's driverless bus is taking passengers from Customs House to Nobbys beach as part of a trial that could shake up the city's public transport system.",abc,australia,2020-07-09,unkown
"On the back of tough US sanctions banning Huawei from using any American intellectual property, Britain's national cyber security centre recommends the Chinese company be totally banned, and its technology stripped from existing parts of the network.",abc,australia,2020-07-09,unkown
"This weekend kicks off a stellar month of night sky watching, with a lovely full Moon lining up with Jupiter and Saturn.",abc,australia,2020-07-09,unkown
"International travel restrictions and social distancing did not put a dampener on the wedding plans of a young couple from Australia and Indonesia, even while physically separated by thousands of kilometres.",abc,australia,2020-07-09,unkown
"It mightn't look like much, but this patch of scrubland is described as the ""most incredible treasure chest in the world"" as it is home to the oldest known mineral grains on Earth.",abc,australia,2020-07-09,unkown
A proposed partially State Government-funded rocket launch site will have to prove a low impact on surrounding wetlands and reef.,abc,australia,2020-07-09,unkown
"From July 1 Australians now have the right to ""decent"" internet speeds under new federal laws — whether you live in the city or the outback.",abc,australia,2020-07-09,unkown
MORNING BRIEFING: Lawyers are firming up a class action against Anglicare after 19 residents died at its Newmarch House nursing home and Woolworths is fined $1 million for spamming customers with marketing emails.,abc,australia,2020-07-09,unkown
"It is one of the most remarkable fossil deposits in the world, but until now it has been Murgon's ""best-kept secret"".",abc,australia,2020-07-09,unkown
The Australian Tax Office's page for lodging tax returns crashes as Australians begin making their claims on the first day of the 2020-21 financial year.,abc,australia,2020-07-09,unkown
Far-right boogaloo groups espousing violence will be treated the same as white nationalist and Islamic State-affiliated terrorist organisations by Facebook.,abc,australia,2020-07-09,unkown
A fully autonomous security vehicle will patrol the perimeter of a Western Australian prison — performing the work of two prison guards.,abc,australia,2020-07-09,unkown
"For city slickers considering a post-coronavirus move to the bush, the advice is to do plenty of research first. But for some ""lifestyle migrants"", the tree change has worked out very well indeed.",abc,australia,2020-07-09,unkown
"India's technology ministry cites ""security of state"" in its order to ban 59 mostly Chinese apps, including TikTok, which analysts say has more than 600 million downloads in the country.",abc,australia,2020-07-09,unkown
A regional doctor has vowed to refurbish a near half-century-old handmade observatory in South Australia's outback.,abc,australia,2020-07-09,unkown
Michelle Sheean is one of nearly half a million low-income Australians who have not signed up to the NBN because it is simply too expensive.,abc,australia,2020-07-09,unkown
The Federal Government wants 500 new positions created in its highly secretive surveillance department as part of a push to fight cyber crime around the world.,abc,australia,2020-07-09,unkown
"Researchers from the University of Southern Queensland have helped NASA discover a new planet the size of Neptune, ""only"" 32 light-years away.",abc,australia,2020-07-09,unkown
"If you have inside knowledge of a topic in the news, contact the ABC.",abc,australia,2020-07-09,unkown
"ABC teams share the story behind the story and insights into the making of digital, TV and radio content.",abc,australia,2020-07-09,unkown
Read about our editorial guiding principles and the standards ABC journalists and content makers follow.,abc,australia,2020-07-09,unkown
Learn more,abc,australia,2020-07-09,unkown
"This service may include material from Agence France-Presse (AFP), APTN, Reuters, AAP, CNN and the BBC World Service which is copyright and cannot be reproduced.",abc,australia,2020-07-09,unkown
AEST = Australian Eastern Standard Time which is 10 hours ahead of GMT (Greenwich Mean Time),abc,australia,2020-07-09,unkown
Can collaborative robots ramp up the production of medical ventilators?,robotics,worlwide,2020-07-09,unkown
Recent work is unveiling the interactions between magnetic microswimmers and cells of the immune system.,robotics,worlwide,2020-07-09,unkown
Uncrewed aerial vehicles can reduce the cost of preventative measures against vector-borne diseases.,robotics,worlwide,2020-07-09,unkown
Biocompatible cell robots powered by urea improve drug delivery through active movement.,robotics,worlwide,2020-07-09,unkown
Morphology-dependent immunogenicity obliges a compromise on the locomotion-focused design of medical microrobots.,robotics,worlwide,2020-07-09,unkown
